id,text,truncated,retweet_count,favorite_count,user_screen_name,user_created_at,lang,rt_user_id,rt_user_screen_name,rt_user_name,rt_status_created_at,rt_retweet_count,rt_favorite_count,hashtags,resource_urls,group,stance,pyemotion,pysentimiento,user_id_tweets_count,created_at,objectives_text,is_rt
1592170931950350340,"The world’s 2.4 billion #children are bearing the brunt of the #ClimateCrisis.  In this last week of #COP27 , children demand that leaders have the resolve to do what is needed to protect their rights now, and in the future. #GenerationHope https://t.co/M6mPJ21Hb5",True,8,25,SaveCEO_Intl,2021-10-05T08:23:58+00:00,en,-1.0,,,,,,"['CHILDREN', 'CLIMATECRISIS', 'COP27']",['https://twitter.com/i/web/status/1592170931950350340'],['oldies'],AGAINST,fear,0,11,2022-11-14T15:01:45+00:00,"[""Reinforce one's own image, presence, ideology, or values."", 'Promote social change or activate new policies.']",False
1593731546850041856,"Shop Local Zipcodes Online Retail #Amazon 
#Act Local 
Think #Global 
#Cop27 #Cop28 
#Usa #Uk #Outdoors 
#Global https://t.co/uoHVCDSkMw",False,0,0,funlaughangel,2009-10-01T23:34:17+00:00,en,-1.0,,,,,,"['AMAZON', 'ACT', 'GLOBAL', 'COP27', 'COP28', 'USA', 'UK', 'OUTDOORS', 'GLOBAL']",[],['oldies'],NONE,others,0,87,2022-11-18T22:23:05+00:00,['Stop social change or defend the status quo.'],False
1590092197256257536,RT @DiEM_25: The world's elite have arrived at #COP27 on hundreds of private jets to lecture you about climate change. Sponsored by Coca-Co…,False,31755,0,posingpeewag,2012-07-31T14:18:35+00:00,en,4747973338.0,DiEM_25,DiEM25,2022-11-07T11:13:33+00:00,31755.0,90463.0,['COP27'],[],['oldies'],NONE,disgust,0,0,2022-11-08T21:21:36+00:00,,True
1593229603560386560,See this #COP27 event for scaling-up #zeroemission vehicles with @bmdv @TheICCT @grahamstuart and our latest on dec… https://t.co/SzWs75aRdn,True,0,0,Young_T_KIM,2018-04-02T00:06:02+00:00,en,-1.0,,,,,,"['COP27', 'ZEROEMISSION']",['https://twitter.com/i/web/status/1593229603560386560'],['oldies'],AGAINST,others,0,8,2022-11-17T13:08:32+00:00,['Promote social change or activate new policies.'],False
1593621611986309120,"🌊🌊 The Ocean community gathered around the Ocean Action Day organized during the COP27 in Sharm el-Sheikh to recall the crucial role of coastal ecosystems in adaptation and resilience to climate change.

Watch the replay ➡️ https://t.co/BKdLfCnvy1

#COP27 #OceanActionDay #ocean",True,3,4,UnderThePole,2009-11-02T09:57:45+00:00,en,-1.0,,,,,,[],['https://twitter.com/i/web/status/1593621611986309120'],['oldies'],NONE,others,0,1,2022-11-18T15:06:15+00:00,[],False
1599724443214917633,"RT @ConBici: 👌🏻Estos son los resultados del compromiso que firmamos junto a más de 400 organizaciones para la #COP27 . 👇🏻 
DEBEMOS INCENTIV…",False,10,0,Javilopez80,2012-07-11T13:19:19+00:00,es,257843985.0,ConBici,Coordinadora ConBici,2022-12-05T10:05:58+00:00,10.0,13.0,['COP27'],[],['oldies'],NONE,others,0,0,2022-12-05T11:16:43+00:00,,True
1598308913409056768,"RT @XochitlGalvez: El #TrenMaya, el cumplimiento de metas de la #COP27 y las emisiones de #metano fueron algunos de los cuestionamientos qu…",False,520,0,Heron_Garcia,2011-07-02T17:20:22+00:00,es,85437334.0,XochitlGalvez,Xóchitl Gálvez Ruiz,2022-12-01T05:38:04+00:00,520.0,1269.0,"['TRENMAYA', 'COP27', 'METANO']",[],['oldies'],NONE,others,-1,0,2022-12-01T13:31:54+00:00,,True
1594670958878638083,"RT @MrMatthewTodd: I honestly think that young people are going to want to put newspaper owners, editors and senior staff, on trial for not…",False,373,0,VinadaVoorthuij,2009-04-02T18:18:48+00:00,en,32950484.0,MrMatthewTodd,Matthew Todd 🌏🔥,2022-11-21T10:54:46+00:00,373.0,742.0,[],[],['oldies'],AGAINST,disgust,-1,0,2022-11-21T12:35:58+00:00,,True
1590728732746317824,"RT @MikeHudema: The Ice Is Melting
The Land Is Burning
The Ocean Is Dying
The Living Planet Is Unravelling 
It's happening on our watch.

N…",False,1026,0,ZaharievaIskra,2022-08-04T18:57:52+00:00,en,15088481.0,MikeHudema,Mike Hudema,2022-11-10T13:22:11+00:00,1026.0,2223.0,[],[],['newbies'],AGAINST,others,0,0,2022-11-10T15:30:58+00:00,,True
1589322690208276482,"RT @Monasosh: Sanaa is on her way to #Egypt to attend #Cop27 and raise @alaa's case.
Many think this is a risky move, they are absolutely r…",False,303,0,jwrowe93,2014-01-10T08:13:02+00:00,en,7489012.0,Monasosh,Mona Seif,2022-11-06T15:44:14+00:00,303.0,851.0,"['EGYPT', 'COP27']",[],['oldies'],AGAINST,others,0,0,2022-11-06T18:23:52+00:00,,True
1590429936955068418,RT @nordicfoodpol: Join the #foodsystems takeover of the Nordic Pavilion at #COP27 for a #highlevel panel about climate-smart dietary recom…,False,10,0,G_stordalen,2011-07-24T15:38:51+00:00,en,8.452061526150021e+17,nordicfoodpol,NordicFoodPolicyLab,2022-11-08T18:58:32+00:00,10.0,17.0,"['FOODSYSTEMS', 'COP27', 'HIGHLEVEL']",[],['oldies'],AGAINST,others,0,7,2022-11-09T19:43:40+00:00,,True
1598358935085338624,"RT @Alex_Verbeek: 🎙️ 

Listen to the sixth podcast on #wastewater. Our guest is Maria Eugenia de la Pena (IADB).

➡️ https://t.co/LRhTx5QYW…",False,30,0,AHumanCommunity,2011-02-03T07:18:33+00:00,en,326665662.0,Alex_Verbeek,Alexander Verbeek 🌍,2022-11-30T21:12:08+00:00,30.0,57.0,['WASTEWATER'],[],['oldies'],NONE,others,0,0,2022-12-01T16:50:40+00:00,,True
1589330193650716673,"The full &amp; effective impl of the Green Economy Strategy requires more than $150 bln by '30. a category of 🇪🇹's Intended Nationally Determined Contrib is to identify the tech,policies &amp;actions to enable invstmt limiting emission to 145 Mt/lower.Ahead of #COP27🇪🇹",True,0,3,JihadHusen4,2021-02-07T17:05:47+00:00,en,-1.0,,,,,,[],['https://twitter.com/i/web/status/1589330193650716673'],['oldies'],AGAINST,others,0,40,2022-11-06T18:53:41+00:00,"[""Reinforce one's own image, presence, ideology, or values."", 'Legitimise decisions.']",False
1594369257055584256,RT @BBhuttoZardari: In monumental achievement for climate justice &amp; G77 led by 🇵🇰.  #COP27 has successfully concluded with loss &amp; damage as…,False,2237,0,hasibul6559,2016-08-17T15:43:25+00:00,en,339040963.0,BBhuttoZardari,BilawalBhuttoZardari,2022-11-20T07:41:37+00:00,2237.0,3294.0,['COP27'],[],['oldies'],AGAINST,joy,1,0,2022-11-20T16:37:07+00:00,,True
1592578831894065152,RT @wallacemick: Alaa Abd El-Fattah is still in prison in #Egypt - Last month the @Europarl_EN called for his release in the #COP27 Resolut…,False,262,0,El_otro_gallo,2016-09-04T18:02:03+00:00,en,248801998.0,wallacemick,Mick Wallace,2022-11-15T14:36:39+00:00,262.0,1044.0,"['EGYPT', 'COP27']",[],['oldies'],AGAINST,others,0,0,2022-11-15T18:02:36+00:00,,True
1589935460641517569,RT @JamesMelville: Tens of thousands of old wind turbines could end up in landfills by the end of the decade. An estimated 40 million tonne…,False,2705,0,robhartley1974,2022-04-15T09:40:36+00:00,en,20675681.0,JamesMelville,James Melville,2022-11-08T09:52:20+00:00,2705.0,6131.0,[],[],['inbetweeners'],NONE,others,-1,0,2022-11-08T10:58:48+00:00,,True
1590662760610017281,"RT @NicolasMaduro: La batalla dada frente a las agresiones imperiales, ha hecho que Venezuela tenga una voz escuchada, querida y admirada p…",False,3202,0,ElianniOsuna,2022-10-04T16:26:11+00:00,es,1252764865.0,NicolasMaduro,Nicolás Maduro,2022-11-09T23:11:13+00:00,3202.0,2407.0,[],[],['newbies'],NONE,joy,1,0,2022-11-10T11:08:49+00:00,,True
1590465026472972288,"RT @antonioguterres: Despite the worsening climate crisis, I remain hopeful - because of the young people who have been relentless in holdi…",False,1390,0,MiyokaHeki,2016-02-29T16:21:42+00:00,en,8.11229675758506e+17,antonioguterres,António Guterres,2022-11-09T20:14:08+00:00,1390.0,4036.0,[],[],['oldies'],AGAINST,others,1,0,2022-11-09T22:03:06+00:00,,True
1589977837960056832,"RT @WMO: Europe had its warmest October on  record, with temperatures almost a full 2°C above the 1991-2020 reference period♨️, per @Copern…",False,87,0,LFSofi8,2021-08-16T17:26:12+00:00,en,113062227.0,WMO,World Meteorological Organization,2022-11-08T13:27:03+00:00,87.0,166.0,[],[],['oldies'],NONE,others,1,0,2022-11-08T13:47:11+00:00,,True
1592747090299719680,RT @RecourseTeam: 📢Join us tomorrow at #COP27 for a panel on the COP26 commitment to phase out public finance for fossil fuels with @Priceo…,False,9,0,PMCJ_ph,2012-12-16T07:24:52+00:00,en,9.430366616335606e+17,RecourseTeam,Recourse,2022-11-15T14:00:39+00:00,9.0,12.0,['COP27'],[],['oldies'],AGAINST,others,0,0,2022-11-16T05:11:12+00:00,,True
1589723724148015104,"RT @ViceVenezuela: #EnFotos || Desde el Centro Internacional de Convenciones de Sharm El Sheikh, ubicado en Egipto, el Pdte. @NicolasMaduro…",False,222,0,gimenezzora,2018-08-01T13:55:46+00:00,es,308699483.0,ViceVenezuela,Vicepresidencia Vzla,2022-11-07T15:25:59+00:00,222.0,97.0,['ENFOTOS'],[],['oldies'],NONE,others,0,0,2022-11-07T20:57:26+00:00,,True
1589269012609142786,"RT @wikileaks: Julian Assange faces a 175 year sentence if extradited for his truthful reporting, including the ways in which powerful nati…",False,661,0,ziplinegma,2012-06-27T01:02:17+00:00,en,16589206.0,wikileaks,WikiLeaks,2022-11-06T14:20:00+00:00,661.0,1423.0,[],[],['oldies'],NONE,others,-1,0,2022-11-06T14:50:34+00:00,,True
1592034803754225665,"“The 30 years of COPs have been a great success in helping the elites pretend something is being done while not addressing the root causes of the problem” 

Frustration Simmers Around the Edges of #COP27, and May Boil Over Far From the Summit https://t.co/tEhOKM4IMJ",True,2,10,AndMedh,2009-11-19T09:19:34+00:00,en,-1.0,,,,,,[],['https://twitter.com/i/web/status/1592034803754225665'],['oldies'],AGAINST,disgust,-1,30,2022-11-14T06:00:50+00:00,"[""Weaken the opponent's image, presence, identity, ideology, or values."", 'Stop social change or defend the status quo.']",False
1593476075501236225,"RT @MikeHudema: The fossil fuel industry gets 11 million dollars in subsidies every single minute: https://t.co/a9XupnWURS

How many more d…",False,282,0,mccart_richard,2018-07-22T02:13:12+00:00,en,15088481.0,MikeHudema,Mike Hudema,2022-11-17T04:22:08+00:00,282.0,515.0,[],['https://buff.ly/3BmwdIh'],['oldies'],FAVOR,disgust,-1,0,2022-11-18T05:27:56+00:00,,True
1604859117084217344,"RT @dolphin_angels: 2/2
#Leaders &amp; #Delegates at #COP27, If #climatechange mitigation is to succeed, it must include zero #deforestation, p…",False,25,0,aoi_sr_um,2016-08-11T11:36:25+00:00,en,2803368067.0,dolphin_angels,🐬 Dolphin Angels 🌱 Ⓥ,2022-12-19T03:32:40+00:00,25.0,8.0,"['LEADERS', 'DELEGATES', 'COP27', 'CLIMATECHANGE', 'DEFORESTATION']",[],['oldies'],AGAINST,others,0,0,2022-12-19T15:20:05+00:00,,True
1590162849682567169,RT @JamesMelville: World leaders at COP27 must move ‘further and faster’ on climate change says a man who flew by private jet to say this t…,False,1376,0,eveillee2020,2022-09-26T16:32:52+00:00,en,20675681.0,JamesMelville,James Melville,2022-11-08T21:26:35+00:00,1376.0,4089.0,[],[],['newbies'],AGAINST,others,0,0,2022-11-09T02:02:21+00:00,,True
1589984373104775169,RT @DiEM_25: The world's elite have arrived at #COP27 on hundreds of private jets to lecture you about climate change. Sponsored by Coca-Co…,False,31768,0,rcadyn,2012-10-23T19:14:51+00:00,en,4747973338.0,DiEM_25,DiEM25,2022-11-07T11:13:33+00:00,31768.0,90492.0,['COP27'],[],['oldies'],NONE,disgust,0,0,2022-11-08T14:13:09+00:00,,True
1589278342473469952,"RT @CarolineLucas: Oliver Dowden's claim that PM is ""personally committed"" to climate action is ludicrous - shamed into going to #COP27, he…",False,2101,0,deco_cowlairs,2012-05-28T16:26:00+00:00,en,80802900.0,CarolineLucas,Caroline Lucas,2022-11-06T09:27:38+00:00,2101.0,6948.0,['COP27'],[],['oldies'],NONE,disgust,-1,0,2022-11-06T15:27:38+00:00,,True
1591486305933922304,Hoy hemos apoyado la convocatoria #12NxClima de @ecologistas y @AlianzaXClima para exigir que de la #COP27 salgan compromisos reales y efectivos para mitigar los efectos del #CambioClimatico #AccionYA #JusticiaClimaticaYEnergética https://t.co/aR802NtYjI,True,6,12,PodemosBilbao,2014-07-27T22:35:17+00:00,es,-1.0,,,,,,"['12NXCLIMA', 'COP27']",['https://twitter.com/i/web/status/1591486305933922304'],['oldies'],NONE,others,0,1,2022-11-12T17:41:18+00:00,['Promote social change or activate new policies.'],False
1590659752094486528,RT @GioCaracciolo: (1/7) It is 2.30 am at #Cairo airport and I was just informed by an Egyptian officer that I am not welcome in the countr…,False,348,0,Elfegiery,2010-07-15T22:45:45+00:00,en,137646215.0,GioCaracciolo,Giorgio Caracciolo,2022-11-10T10:04:39+00:00,348.0,732.0,['CAIRO'],[],['oldies'],NONE,fear,-1,0,2022-11-10T10:56:52+00:00,,True
1589620480088346627,"RT @GNBCONAS_Vzla: #7Nov En pro de la preservación de la vida en el planeta, nuestro presidente .@NicolasMaduro se encuentra participando e…",False,431,0,Javier10108514,2020-09-29T04:40:05+00:00,es,1.4458524875551089e+18,GNBCONAS_Vzla,GNBCONAS_Vzla,2022-11-07T12:33:03+00:00,431.0,353.0,['7NOV'],[],['oldies'],NONE,others,0,0,2022-11-07T14:07:10+00:00,,True
1594041287938015232,"RT @WWFLeadForests: We live on a #FlammablePlanet. 🔥🌍

From the Amazon to the Arctic, wildfires are more ferocious and raging for longer, f…",False,162,0,snwbrds1,2019-08-11T09:22:01+00:00,en,8.62931954848514e+17,WWFLeadForests,WWF Forests,2022-11-07T06:00:44+00:00,162.0,658.0,['FLAMMABLEPLANET'],[],['oldies'],NONE,others,-1,0,2022-11-19T18:53:53+00:00,,True
1589293505146662913,RT @NicolasMaduro: Hemos entrado en una etapa irreversible de los daños causados por el cambio climático. El debate en el que debe centrars…,False,3404,0,aleman72psuv,2010-06-09T18:40:16+00:00,es,1252764865.0,NicolasMaduro,Nicolás Maduro,2022-11-06T10:56:45+00:00,3404.0,3039.0,[],[],['oldies'],NONE,sadness,-1,0,2022-11-06T16:27:53+00:00,,True
1589610348910608385,"RT @NicolasMaduro: #EnVivo 📹 |  Foto oficial con los Jefes de Estado, de Gobierno y de Delegaciones Asistentes a la #COP27. https://t.co/UE…",False,1718,0,CGPVEN,2020-06-07T17:56:53+00:00,es,1252764865.0,NicolasMaduro,Nicolás Maduro,2022-11-07T10:12:00+00:00,1718.0,1187.0,"['ENVIVO', 'COP27']",[],['oldies'],NONE,others,0,0,2022-11-07T13:26:55+00:00,,True
1590600838694989824,RT @FreedomForAlaa: 🚨A pro-government Egyptian lawyer has filed a case against Alaa’s sister @Sana2 accusing her of espionage &amp; “Spreading…,False,63,0,MichaelPolakLaw,2011-06-11T00:10:45+00:00,en,1.5168785448775885e+18,FreedomForAlaa,Free Alaa,2022-11-10T06:41:43+00:00,63.0,73.0,[],[],['oldies'],NONE,others,-1,2,2022-11-10T07:02:46+00:00,,True
1589719764519497728,"RT @infopresidencia: ""La crisis climática es el principal problema de la humanidad, puede acabar con la vida en el planeta y la existencia…",False,1711,0,MarioLoboSanjua,2011-07-07T16:55:32+00:00,es,312887235.0,infopresidencia,Presidencia Colombia 🇨🇴,2022-11-07T17:18:54+00:00,1711.0,4213.0,[],[],['oldies'],NONE,others,-1,0,2022-11-07T20:41:42+00:00,,True
1594331641681391616,RT @AJEnglish: What are people saying about the #COP27 deal? https://t.co/QjuioTtKKP https://t.co/VI5D0i07JY,False,15,0,PhilDeCarolis,2009-02-12T20:42:54+00:00,en,4970411.0,AJEnglish,Al Jazeera English,2022-11-20T13:49:25+00:00,15.0,57.0,['COP27'],['http://aje.io/q1dyti'],['oldies'],NONE,others,0,0,2022-11-20T14:07:39+00:00,,True
1590787637056573440,RT @CarolineLucas: There are over 600 fossil fuel lobbyists at #COP27 - that’s more than the combined delegations from the world’s 10 most…,False,1202,0,sajt293,2016-06-30T17:52:28+00:00,en,80802900.0,CarolineLucas,Caroline Lucas,2022-11-10T18:05:21+00:00,1202.0,2945.0,['COP27'],[],['oldies'],FAVOR,disgust,-1,0,2022-11-10T19:25:02+00:00,,True
1590359931298816000,"RT @Love_plants: A wish for #Cop27? For policy-makers to better appreciate the value &amp; vulnerability of grasslands. 
@IanPlantlife blogs on…",False,11,0,megangodsell,2010-10-23T13:33:56+00:00,en,234819453.0,Love_plants,Plantlife,2022-11-09T14:38:35+00:00,11.0,17.0,['COP27'],[],['oldies'],AGAINST,others,0,0,2022-11-09T15:05:29+00:00,,True
1589981054332346368,"RT @GNBCONAS_Vzla: 📍 #CambiemosElSistema

Con la participación de nuestro presidente.@NicolasMaduro en la #COP27 le hacemos saber al mundo…",False,494,0,Tenientegbn,2013-10-30T02:05:30+00:00,es,1.4458524875551089e+18,GNBCONAS_Vzla,GNBCONAS_Vzla,2022-11-08T13:13:52+00:00,494.0,418.0,"['CAMBIEMOSELSISTEMA', 'COP27']",[],['oldies'],NONE,others,0,0,2022-11-08T13:59:58+00:00,,True
1589666404403388416,RT @nathanturrell: They should rename it the “Bullshit Conference”.  #COP27 #BeAuthentic #ClimateCrisis #Blogger https://t.co/3pdR7YGnED,False,1,0,OurBloggingLife,2018-08-29T14:48:52+00:00,en,120545401.0,nathanturrell,Alexander,2022-11-07T17:07:08+00:00,1.0,0.0,"['COP27', 'BEAUTHENTIC', 'CLIMATECRISIS', 'BLOGGER']",[],['oldies'],FAVOR,disgust,-1,0,2022-11-07T17:09:40+00:00,,True
1589918575510552578,RT @big_mikky: #COP27 this is what these very same clowns were prediction back in 2008.... How can anyone still take them seriously?,False,1,0,jonw101961,2014-11-12T20:27:29+00:00,en,326041216.0,big_mikky,Mikky 🇬🇧,2022-11-08T09:47:27+00:00,1.0,3.0,['COP27'],[],['oldies'],AGAINST,disgust,-1,0,2022-11-08T09:51:42+00:00,,True
1594667376863166464,RT @vishwamTOI: COP27: Countries reach historic decision on loss and damage but fail to address cause of global warming - T... https://t.co…,False,2,0,SMehdudia,2017-08-06T04:16:37+00:00,en,60075391.0,vishwamTOI,Vishwa Mohan,2022-11-21T08:38:38+00:00,2.0,2.0,[],[],['oldies'],NONE,others,-1,0,2022-11-21T12:21:44+00:00,,True
1590806590067978240,"RT @MBuhari: Africa didn’t cause the mess, yet we pay the price. At this year’s #COP27, that should be the starting point for all negotiati…",False,446,0,israel_ogunremi,2015-07-15T11:28:14+00:00,en,2936714848.0,MBuhari,Muhammadu Buhari,2022-11-10T16:19:19+00:00,446.0,1160.0,['COP27'],[],['oldies'],AGAINST,others,0,0,2022-11-10T20:40:21+00:00,,True
1593175880209432576,"RT @Oxfam: #COP27 needs to be more than a location change if it is to be referred to as the African COP
@EricDNjuguna https://t.co/toeaSDuH…",False,4,0,YogeshG95937827,2022-05-24T05:20:55+00:00,en,11695472.0,Oxfam,Oxfam International,2022-11-17T07:50:35+00:00,4.0,15.0,['COP27'],[],['newbies'],AGAINST,others,0,0,2022-11-17T09:35:04+00:00,,True
1591501154416222208,"RT @GodaannisaSena: #COP27 will bring govts. together 2 accelerate global efforts to confront the climate crisis. While you are at it, plea…",False,3,0,WalabummaaWBOn,2022-08-01T12:47:18+00:00,en,1.5791079480805376e+18,GodaannisaSena,Godaannisa Seenaa,2022-11-09T18:47:02+00:00,3.0,4.0,['COP27'],[],['newbies'],AGAINST,others,1,1,2022-11-12T18:40:18+00:00,,True
1599379675196768256,"RT @IMD_Bschool: The recent #COP27 meeting made limited headway on measures to tackle #ClimateChange, but climate action by companies gives…",False,2,0,WSissonWBCSD,2019-08-05T19:27:01+00:00,en,44916025.0,IMD_Bschool,IMD,2022-12-03T11:54:11+00:00,2.0,5.0,"['COP27', 'CLIMATECHANGE']",[],['oldies'],NONE,others,0,6,2022-12-04T12:26:44+00:00,,True
